Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2000-02-04,HDFC,EQ,341.9,342.0,362.4,341.0,350.0,357.2,352.79,1393426,49158003695000.0,,,
2000-02-07,HDFC,EQ,357.2,351.0,362.5,348.15,355.0,355.45,357.09,834598,29803046650000.0,,,
2000-02-08,HDFC,EQ,355.45,359.0,359.0,345.6,351.0,350.5,351.72,527223,18543334800000.0,,,
2000-02-09,HDFC,EQ,350.5,354.0,354.0,322.5,325.0,329.15,331.01,918950,30418080875000.0,,,
2000-02-10,HDFC,EQ,329.15,329.0,329.0,311.6,321.0,320.35,320.55,406175,13020081855000.0,,,
2000-02-11,HDFC,EQ,320.35,327.0,346.0,313.0,346.0,343.65,338.31,1361815,46071938860000.0,,,
2000-02-14,HDFC,EQ,343.65,354.0,369.0,345.0,354.0,359.15,359.35,1457178,52363608465000.0,,,
2000-02-15,HDFC,EQ,359.15,352.35,353.5,330.45,332.0,332.6,339.35,629569,21364623070000.0,,,
2000-02-16,HDFC,EQ,332.6,350.0,354.8,338.1,342.2,341.6,343.8,252848,8692923505000.0,,,
2000-02-17,HDFC,EQ,341.6,336.0,347.0,336.0,339.0,339.2,341.46,120854,4126676190000.0,,,
2000-02-18,HDFC,EQ,339.2,339.0,340.0,325.0,326.5,327.9,330.18,161499,5332294310000.0,,,
2000-02-21,HDFC,EQ,327.9,329.0,334.0,317.05,318.0,319.15,326.9,206189,6740248895000.0,,,
2000-02-22,HDFC,EQ,319.15,317.0,319.4,301.2,305.0,305.95,311.71,285365,8895013945000.0,,,
2000-02-23,HDFC,EQ,305.95,317.0,330.45,315.0,330.45,330.45,329.96,177171,5845898430000.0,,,
2000-02-24,HDFC,EQ,330.45,349.85,356.0,332.0,354.0,351.7,347.16,385844,13394791140000.0,,,
2000-02-25,HDFC,EQ,351.7,354.0,379.85,351.1,379.85,379.85,373.96,230532,8620973075000.0,,,
2000-02-28,HDFC,EQ,379.85,405.5,410.25,380.5,410.25,409.7,400.35,643659,25768828125000.0,,,
2000-02-29,HDFC,EQ,409.7,420.0,442.5,376.95,395.0,401.7,419.9,1014948,42617539200000.0,,,
2000-03-01,HDFC,EQ,401.7,405.0,433.85,400.0,433.85,433.85,421.87,494473,20860312580000.0,,,
2000-03-02,HDFC,EQ,433.85,456.9,468.6,442.0,468.6,468.6,465.74,542377,25260703505000.0,,,
2000-03-03,HDFC,EQ,468.6,489.0,489.0,431.15,471.0,473.05,456.43,878831,40112336265000.0,,,
2000-03-06,HDFC,EQ,473.05,479.0,479.0,435.25,438.5,443.5,452.36,670934,30350437195000.0,,,
2000-03-07,HDFC,EQ,443.5,447.0,447.0,408.05,413.1,412.2,419.21,377112,15808869044999.998,,,
2000-03-08,HDFC,EQ,412.2,415.0,425.0,391.05,415.0,416.7,414.88,370922,15388941869999.998,,,
2000-03-09,HDFC,EQ,416.7,419.0,419.0,388.1,397.0,399.6,400.73,167704,6720403930000.0,,,
2000-03-10,HDFC,EQ,399.6,400.0,408.9,390.3,395.0,397.55,399.83,181580,7260168884999.999,,,
2000-03-13,HDFC,EQ,397.55,386.1,406.0,367.0,382.55,381.6,390.9,225462,8813286560000.0,,,
2000-03-14,HDFC,EQ,381.6,385.0,400.0,367.0,397.0,396.65,389.14,207168,8061766870000.0,,,
2000-03-15,HDFC,EQ,396.65,406.0,406.8,386.0,400.0,400.5,394.07,118712,4678056925000.0,,,
2000-03-16,HDFC,EQ,400.5,405.85,405.85,395.1,399.0,398.2,398.1,90678,3609855535000.0,,,
2000-03-21,HDFC,EQ,398.2,398.0,427.0,397.0,411.5,406.35,411.51,178957,7364185550000.0,,,
2000-03-22,HDFC,EQ,406.35,414.0,428.8,374.0,415.5,413.25,412.46,192789,7951851920000.0,,,
2000-03-23,HDFC,EQ,413.25,424.0,446.35,404.0,411.4,409.85,428.59,211811,9078066025000.0,,,
2000-03-24,HDFC,EQ,409.85,409.95,420.0,402.6,416.0,416.8,413.23,71629,2959895605000.0,,,
2000-03-27,HDFC,EQ,416.8,415.0,444.7,411.5,414.0,417.4,424.21,238780,10129229465000.0,,,
2000-03-28,HDFC,EQ,417.4,424.85,424.85,405.15,413.9,412.7,412.29,130006,5360056995000.0,,,
2000-03-29,HDFC,EQ,412.7,418.6,418.6,379.7,379.7,380.3,395.44,148043,5854182080000.0,,,
2000-03-30,HDFC,EQ,380.3,378.0,378.0,356.1,362.0,363.85,363.38,93015,3380023775000.0,,,
2000-03-31,HDFC,EQ,363.85,357.0,393.0,354.0,393.0,393.0,385.97,370725,14308720885000.0,,,
2000-04-03,HDFC,EQ,393.0,419.0,424.45,419.0,424.45,424.45,424.34,31159,1322195255000.0,,,
2000-04-04,HDFC,EQ,424.45,444.0,458.45,442.0,458.45,458.45,457.99,805679,36899372800000.0,,,
2000-04-05,HDFC,EQ,458.45,480.0,482.4,438.0,467.95,469.8,459.85,514772,23671926005000.0,,,
2000-04-06,HDFC,EQ,469.8,460.0,465.0,436.75,463.9,459.25,447.89,468924,21002554215000.0,,,
2000-04-07,HDFC,EQ,459.25,461.0,496.0,461.0,488.0,490.95,487.91,700690,34187428685000.004,,,
2000-04-10,HDFC,EQ,490.95,493.9,504.0,466.0,473.1,477.7,483.06,1310089,63285004100000.0,,,
2000-04-11,HDFC,EQ,477.7,470.05,470.05,457.0,466.95,464.3,464.88,215434,10015149495000.0,,,
2000-04-12,HDFC,EQ,464.3,460.0,464.0,441.0,456.0,453.25,450.63,354603,15979377215000.0,,,
2000-04-13,HDFC,EQ,453.25,449.0,476.0,430.05,450.1,448.7,452.17,385230,17419023010000.0,,,
2000-04-17,HDFC,EQ,448.7,444.55,444.55,415.3,432.55,433.1,428.79,598152,25648380475000.0,,,
2000-04-18,HDFC,EQ,433.1,444.0,453.75,435.3,444.0,445.4,444.54,310013,13781247925000.0,,,
2000-04-19,HDFC,EQ,445.4,432.0,463.0,431.0,459.0,459.35,455.26,330468,15044873894999.998,,,
2000-04-20,HDFC,EQ,459.35,459.0,494.0,446.1,471.0,475.1,469.57,595755,27974665375000.0,,,
2000-04-24,HDFC,EQ,475.1,470.0,475.0,444.2,446.9,448.05,456.08,216848,9889990090000.0,,,
2000-04-25,HDFC,EQ,448.05,444.15,459.9,428.0,456.0,456.9,447.24,338916,15157671410000.0,,,
2000-04-26,HDFC,EQ,456.9,470.0,474.0,452.2,454.0,460.65,461.64,386877,17859772385000.0,,,
2000-04-27,HDFC,EQ,460.65,458.0,464.0,446.6,460.0,460.15,458.45,201467,9236282140000.0,,,
2000-04-28,HDFC,EQ,460.15,460.0,477.7,460.0,470.0,472.35,470.38,390555,18370746055000.0,,,
2000-05-02,HDFC,EQ,472.35,475.0,492.45,460.55,487.0,479.35,476.02,462409,22011815895000.0,,,
2000-05-03,HDFC,EQ,479.35,451.8,468.0,446.0,461.25,460.85,457.51,233426,10679525960000.0,,,
2000-05-04,HDFC,EQ,460.85,470.0,470.0,445.15,456.5,455.75,455.51,275982,12571184245000.0,,,
2000-05-05,HDFC,EQ,455.75,453.0,453.0,437.25,445.5,449.0,444.56,283657,12610168275000.0,,,
2000-05-08,HDFC,EQ,449.0,440.0,449.75,430.0,439.0,437.55,436.79,254477,11115317225000.0,,,
2000-05-09,HDFC,EQ,437.55,433.1,434.9,415.5,430.0,424.95,425.17,279993,11904328175000.0,,,
2000-05-10,HDFC,EQ,424.95,423.0,447.0,410.0,440.15,441.75,433.3,163704,7093345970000.0,,,
2000-05-11,HDFC,EQ,441.75,437.0,467.0,437.0,450.05,448.65,451.18,370622,16721802160000.0,,,
2000-05-12,HDFC,EQ,448.65,460.0,462.5,445.05,460.0,461.05,458.82,133042,6104240445000.0,,,
2000-05-15,HDFC,EQ,461.05,457.0,466.0,451.0,461.9,460.4,457.91,86226,3948388885000.0,,,
2000-05-16,HDFC,EQ,460.4,465.0,475.0,459.1,470.5,471.75,467.53,136448,6379360810000.0,,,
2000-05-17,HDFC,EQ,471.75,463.0,468.0,458.1,462.0,461.35,462.77,74948,3468339625000.0,,,
2000-05-18,HDFC,EQ,461.35,460.0,468.0,458.5,465.5,465.45,464.08,39832,1848528285000.0002,,,
2000-05-19,HDFC,EQ,465.45,464.5,480.0,461.0,478.0,477.65,474.42,171763,8148767690000.001,,,
2000-05-22,HDFC,EQ,477.65,472.0,494.9,472.0,484.9,486.15,486.38,171407,8336904275000.0,,,
2000-05-23,HDFC,EQ,486.15,482.6,509.0,482.6,502.0,501.9,498.51,347519,17324332975000.0,,,
2000-05-24,HDFC,EQ,501.9,500.0,502.0,482.1,486.0,486.4,488.55,133306,6512614075000.0,,,
2000-05-25,HDFC,EQ,486.4,486.0,493.0,465.1,473.95,473.0,479.98,177139,8502365530000.0,,,
2000-05-26,HDFC,EQ,473.0,479.0,487.5,467.0,483.0,483.3,478.17,110859,5300968045000.0,,,
2000-05-29,HDFC,EQ,483.3,485.0,541.3,485.0,541.3,541.3,528.39,290513,15350399665000.0,,,
2000-05-30,HDFC,EQ,541.3,565.0,582.25,525.0,536.0,543.65,548.12,489406,26825368795000.0,,,
2000-05-31,HDFC,EQ,543.65,534.0,564.6,478.45,478.45,478.45,498.37,376551,18766138575000.0,,,
2000-06-01,HDFC,EQ,478.45,474.0,509.0,465.0,499.0,496.35,497.29,186396,9269240840000.0,,,
2000-06-02,HDFC,EQ,496.35,499.9,531.9,495.05,520.0,525.35,515.88,233704,12056318615000.0,,,
2000-06-05,HDFC,EQ,525.35,535.5,567.0,520.0,550.0,544.7,546.38,394704,21565887430000.0,,,
2000-06-06,HDFC,EQ,544.7,550.0,558.0,525.05,528.25,530.7,535.76,115759,6201876935000.0,,,
2000-06-07,HDFC,EQ,530.7,520.0,532.5,510.05,514.0,513.2,519.77,76195,3960381445000.0005,,,
2000-06-08,HDFC,EQ,513.2,520.0,525.0,500.1,514.0,515.25,517.39,44315,2292795155000.0,,,
2000-06-09,HDFC,EQ,515.25,519.4,525.0,502.5,509.0,509.35,514.75,111189,5723437290000.0,,,
2000-06-12,HDFC,EQ,509.35,520.0,520.0,490.1,501.35,503.6,500.79,83924,4202859245000.0005,,,
2000-06-13,HDFC,EQ,503.6,495.1,505.0,488.1,495.0,495.35,497.01,66043,3282382660000.0,,,
2000-06-14,HDFC,EQ,495.35,500.0,501.0,485.0,489.45,488.2,490.29,146425,7179097959999.999,,,
2000-06-15,HDFC,EQ,488.2,481.0,487.8,481.0,485.0,484.85,483.98,75944,3675567579999.9995,,,
2000-06-16,HDFC,EQ,484.85,484.0,510.0,484.0,500.0,499.85,501.57,178483,8952115945000.0,,,
2000-06-19,HDFC,EQ,499.85,502.0,509.0,502.0,504.0,504.1,504.81,45869,2315511735000.0,,,
2000-06-20,HDFC,EQ,504.1,510.0,512.0,503.1,506.95,509.2,507.19,121053,6139739310000.0,,,
2000-06-21,HDFC,EQ,509.2,513.0,531.85,508.0,525.0,525.1,519.77,265450,13797335425000.0,,,
2000-06-22,HDFC,EQ,525.1,525.0,538.5,508.0,526.0,525.35,524.58,297463,15604191460000.0,,,
2000-06-23,HDFC,EQ,525.35,517.0,545.0,517.0,535.0,536.25,533.18,138667,7393417390000.001,,,
2000-06-26,HDFC,EQ,536.25,540.0,546.95,526.0,541.45,541.15,540.29,83926,4534474410000.0,,,
2000-06-27,HDFC,EQ,541.15,545.0,570.5,540.0,561.9,558.2,557.84,297150,16576331435000.0,,,
2000-06-28,HDFC,EQ,558.2,580.0,580.0,538.15,560.0,551.55,553.82,270766,14995452275000.0,,,
2000-06-29,HDFC,EQ,551.55,557.0,560.0,544.6,547.25,548.15,550.07,83919,4616144520000.0,,,
2000-06-30,HDFC,EQ,548.15,548.0,556.0,542.25,552.9,551.65,550.99,66898,3686018115000.0,,,
2000-07-03,HDFC,EQ,551.65,554.0,566.0,541.25,548.0,548.7,549.7,92669,5094057800000.0,,,
2000-07-04,HDFC,EQ,548.7,543.0,543.0,471.0,480.0,480.0,506.23,503511,25489013360000.0,,,
2000-07-05,HDFC,EQ,480.0,452.3,501.0,452.3,485.0,484.65,487.22,129247,6297169660000.0,,,
2000-07-06,HDFC,EQ,484.65,491.9,521.0,490.0,508.55,511.25,508.84,348831,17749850025000.0,,,
2000-07-07,HDFC,EQ,511.25,513.0,514.0,496.0,505.0,499.9,503.84,115980,5843562155000.0,,,
2000-07-10,HDFC,EQ,499.9,505.0,509.0,487.0,489.25,489.85,496.34,85557,4246512254999.9995,,,
2000-07-11,HDFC,EQ,489.85,486.0,492.0,479.0,480.5,481.2,484.28,109243,5290375825000.0,,,
2000-07-12,HDFC,EQ,481.2,489.0,499.0,482.0,491.0,490.55,490.58,88910,4361772979999.9995,,,
2000-07-13,HDFC,EQ,490.55,505.0,510.0,486.5,489.25,487.65,490.83,27391,1344419600000.0,,,
2000-07-14,HDFC,EQ,487.65,488.95,492.0,475.05,478.1,478.55,483.97,54664,2645593265000.0,,,
2000-07-17,HDFC,EQ,478.55,480.0,489.0,475.0,485.8,480.95,479.97,75105,3604838320000.0005,,,
2000-07-18,HDFC,EQ,480.95,481.0,488.0,472.25,475.0,475.55,479.5,90503,4339590395000.0005,,,
2000-07-19,HDFC,EQ,475.55,479.9,479.9,463.0,475.0,475.3,474.41,63061,2991675140000.0,,,
2000-07-20,HDFC,EQ,475.3,480.0,521.2,480.0,510.0,511.65,506.94,367471,18628496675000.0,,,
2000-07-21,HDFC,EQ,511.65,518.0,535.0,502.0,508.35,509.25,510.15,127708,6515043905000.0,,,
2000-07-24,HDFC,EQ,509.25,504.65,509.95,497.5,503.0,501.0,500.83,210130,10523949455000.0,,,
2000-07-25,HDFC,EQ,501.0,501.0,503.0,485.0,499.75,498.4,496.22,115553,5733944585000.0,,,
2000-07-26,HDFC,EQ,498.4,498.0,505.0,493.0,500.0,499.75,500.19,64374,3219920925000.0,,,
2000-07-27,HDFC,EQ,499.75,495.0,503.0,490.0,502.0,500.3,497.91,44094,2195475210000.0002,,,
2000-07-28,HDFC,EQ,500.3,500.0,504.5,496.6,500.0,500.05,500.4,50445,2524245470000.0,,,
2000-07-31,HDFC,EQ,500.05,498.3,511.0,498.3,511.0,505.9,505.78,94180,4763428685000.0,,,
2000-08-01,HDFC,EQ,505.9,507.0,510.0,497.25,499.0,499.3,502.75,52552,2642070610000.0,,,
2000-08-02,HDFC,EQ,499.3,496.0,502.65,481.5,492.65,491.75,489.45,40995,2006515980000.0,,,
2000-08-03,HDFC,EQ,491.75,488.2,491.5,484.25,487.1,489.15,488.16,24842,1212686815000.0,,,
2000-08-04,HDFC,EQ,489.15,488.0,509.5,485.0,502.35,503.15,499.33,71306,3560545910000.0,,,
2000-08-07,HDFC,EQ,503.15,502.7,504.9,498.6,502.1,502.75,501.37,36588,1834412630000.0,,,
2000-08-08,HDFC,EQ,502.75,501.0,509.0,499.05,502.25,505.55,502.25,56571,2841251010000.0,,,
2000-08-09,HDFC,EQ,505.55,506.0,508.0,483.0,493.9,493.55,491.03,266799,13100590655000.0,,,
2000-08-10,HDFC,EQ,493.55,494.0,501.9,488.0,498.0,496.05,494.43,76137,3764450300000.0,,,
2000-08-11,HDFC,EQ,496.05,499.0,506.0,491.25,502.5,504.95,500.85,67547,3383071440000.0,,,
2000-08-14,HDFC,EQ,504.95,501.0,505.0,496.0,503.5,503.15,499.28,141596,7069571709999.999,,,
2000-08-16,HDFC,EQ,503.15,505.9,529.0,491.0,521.0,522.8,518.37,274144,14210813290000.0,,,
2000-08-17,HDFC,EQ,522.8,522.1,525.5,511.0,513.0,513.0,515.14,90674,4670987100000.0,,,
2000-08-18,HDFC,EQ,513.0,512.0,512.0,498.0,502.0,501.1,501.86,151262,7591239170000.0,,,
2000-08-21,HDFC,EQ,501.1,502.5,505.0,480.0,490.0,490.4,487.54,202019,9849173710000.0,,,
2000-08-22,HDFC,EQ,490.4,481.5,492.0,481.5,482.6,482.9,484.95,68501,3321986300000.0,,,
2000-08-23,HDFC,EQ,482.9,488.0,494.5,486.1,489.9,489.6,491.19,38124,1872620775000.0,,,
2000-08-24,HDFC,EQ,489.6,494.0,500.0,490.0,496.0,495.35,495.37,55313,2740039180000.0,,,
2000-08-25,HDFC,EQ,495.35,494.0,503.0,493.6,500.5,500.5,497.91,51534,2565938385000.0,,,
2000-08-28,HDFC,EQ,500.5,499.0,505.0,496.7,501.25,500.7,500.68,26173,1310418840000.0,,,
2000-08-29,HDFC,EQ,500.7,500.0,508.0,497.65,504.15,505.0,503.18,42736,2150404235000.0002,,,
2000-08-30,HDFC,EQ,505.0,505.65,524.6,505.5,519.05,520.15,517.81,157252,8142701255000.0,,,
2000-08-31,HDFC,EQ,520.15,518.0,526.85,513.0,525.0,524.05,522.57,89302,4666679110000.0,,,
2000-09-04,HDFC,EQ,524.05,528.0,530.0,521.0,526.5,528.25,526.22,61044,3212271220000.0,,,
2000-09-05,HDFC,EQ,528.25,528.2,548.0,523.5,545.1,544.6,540.09,125297,6767199940000.001,,,
2000-09-06,HDFC,EQ,544.6,540.0,541.9,530.5,538.0,539.95,538.24,80183,4315741129999.9995,,,
2000-09-07,HDFC,EQ,539.95,532.0,546.0,532.0,535.0,534.3,538.75,37091,1998273120000.0,,,
2000-09-08,HDFC,EQ,534.3,545.9,545.9,528.15,535.1,532.2,532.83,48338,2575596280000.0,,,
2000-09-11,HDFC,EQ,532.2,535.0,540.0,525.1,529.0,529.45,531.65,44298,2355122360000.0,,,
2000-09-12,HDFC,EQ,529.45,525.0,525.0,515.7,523.0,520.65,520.36,85041,4425235805000.0,,,
2000-09-13,HDFC,EQ,520.65,517.0,517.95,504.0,505.0,506.0,511.1,24083,1230875135000.0,,,
2000-09-14,HDFC,EQ,506.0,507.0,516.0,504.0,512.0,513.55,511.04,74308,3797413490000.0,,,
2000-09-15,HDFC,EQ,513.55,514.0,515.0,505.0,508.0,507.5,508.38,16394,833440130000.0,,,
2000-09-18,HDFC,EQ,507.5,501.35,505.0,491.3,501.95,499.55,496.4,31191,1548322525000.0,,,
2000-09-19,HDFC,EQ,499.55,495.0,506.0,495.0,498.0,502.05,501.18,82215,4120483279999.9995,,,
2000-09-20,HDFC,EQ,502.05,515.0,515.0,495.0,500.0,500.0,500.03,93344,4667483920000.0,,,
2000-09-21,HDFC,EQ,500.0,504.9,515.0,496.0,499.75,499.7,498.6,9034,450432645000.0,,,
2000-09-22,HDFC,EQ,499.7,496.0,496.0,460.0,475.5,481.0,482.95,93283,4505108390000.0,,,
2000-09-25,HDFC,EQ,481.0,477.0,482.0,471.1,474.0,474.95,475.86,58814,2798698380000.0,,,
2000-09-26,HDFC,EQ,474.95,465.05,474.0,438.8,446.9,445.15,450.01,93281,4197773245000.0005,,,
2000-09-27,HDFC,EQ,445.15,447.0,447.0,411.0,427.9,426.55,427.57,197496,8444273959999.999,,,
2000-09-28,HDFC,EQ,426.55,430.0,455.15,425.0,440.0,441.05,442.94,137758,6101848730000.0,,,
2000-09-29,HDFC,EQ,441.05,444.85,445.9,432.0,438.0,437.85,439.34,51642,2268821930000.0,,,
2000-10-03,HDFC,EQ,437.85,437.0,441.9,430.0,435.0,433.9,437.21,51337,2244498195000.0,,,
2000-10-04,HDFC,EQ,433.9,440.0,448.0,437.0,438.0,439.0,443.01,42998,1904868670000.0,,,
2000-10-05,HDFC,EQ,439.0,442.75,443.0,438.0,439.45,439.0,439.5,18587,816896810000.0,,,
2000-10-06,HDFC,EQ,439.0,441.0,451.0,434.25,447.0,449.45,442.0,32817,1450517075000.0,,,
2000-10-09,HDFC,EQ,449.45,446.0,452.9,443.0,450.8,449.25,448.65,26358,1182550365000.0,,,
2000-10-10,HDFC,EQ,449.25,448.0,458.75,448.0,454.25,455.95,453.03,31169,1412056250000.0,,,
2000-10-11,HDFC,EQ,455.95,450.0,455.0,440.05,450.0,448.6,448.01,27083,1213346550000.0,,,
2000-10-12,HDFC,EQ,448.6,445.0,451.25,441.05,451.0,449.65,447.47,13790,617060890000.0,,,
2000-10-13,HDFC,EQ,449.65,445.0,454.0,442.5,451.0,450.0,448.86,33442,1501077730000.0,,,
2000-10-16,HDFC,EQ,450.0,453.9,469.9,427.0,448.55,450.85,444.23,73521,3266039630000.0,,,
2000-10-17,HDFC,EQ,450.85,444.05,465.0,435.0,458.1,458.8,450.35,45917,2067881850000.0,,,
2000-10-18,HDFC,EQ,458.8,461.0,464.55,440.1,463.05,458.75,451.14,70260,3169678630000.0,,,
2000-10-19,HDFC,EQ,458.75,456.7,480.0,453.15,474.0,477.4,468.87,62259,2919113730000.0,,,
2000-10-20,HDFC,EQ,477.4,485.0,488.0,465.0,467.0,469.75,471.3,44984,2120078450000.0,,,
2000-10-23,HDFC,EQ,469.75,469.0,472.0,463.1,463.75,464.65,465.53,45611,2123327960000.0002,,,
2000-10-24,HDFC,EQ,464.65,462.0,467.0,453.1,453.5,457.35,461.12,42967,1981302280000.0,,,
2000-10-25,HDFC,EQ,457.35,458.0,464.8,457.0,462.0,462.2,459.9,54271,2495902665000.0,,,
2000-10-26,HDFC,EQ,462.2,465.0,468.9,457.55,461.05,461.3,463.21,7109,329299085000.0,,,
2000-10-27,HDFC,EQ,461.3,458.0,468.0,458.0,464.0,464.1,463.97,10109,469026275000.0,,,
2000-10-30,HDFC,EQ,464.1,462.0,472.8,455.0,472.0,471.45,465.53,26558,1236352730000.0,,,
2000-10-31,HDFC,EQ,471.45,469.0,473.0,466.1,469.1,470.25,469.16,41676,1955273205000.0,,,
2000-11-01,HDFC,EQ,470.25,477.7,484.9,466.15,478.25,480.0,478.13,56909,2720969705000.0,,,
2000-11-02,HDFC,EQ,480.0,471.0,495.5,471.0,488.2,489.85,488.15,79889,3899752560000.0,,,
2000-11-03,HDFC,EQ,489.85,489.0,500.0,483.0,485.5,488.5,488.63,42973,2099800995000.0,,,
2000-11-06,HDFC,EQ,488.5,485.0,496.0,482.1,484.0,482.9,485.08,11344,550276530000.0,,,
2000-11-07,HDFC,EQ,482.9,482.05,489.9,480.3,489.9,485.6,485.83,22690,1102343635000.0,,,
2000-11-08,HDFC,EQ,485.6,486.0,500.0,486.0,487.6,489.0,491.13,28421,1395827930000.0,,,
2000-11-09,HDFC,EQ,489.0,487.9,489.75,484.3,488.0,488.2,487.28,14571,710010830000.0,,,
2000-11-10,HDFC,EQ,488.2,489.8,502.9,485.6,500.0,496.85,495.95,98108,4865708760000.0,,,
2000-11-13,HDFC,EQ,496.85,495.0,515.0,490.05,507.5,508.05,507.04,76707,3889383985000.0,,,
2000-11-14,HDFC,EQ,508.05,509.5,518.0,495.0,495.1,496.8,508.9,105141,5350638160000.0,,,
2000-11-15,HDFC,EQ,496.8,508.0,508.0,491.1,500.6,500.4,501.71,95677,4800212910000.0,,,
2000-11-16,HDFC,EQ,500.4,499.0,503.5,492.55,492.55,494.65,496.77,38722,1923582325000.0,,,
2000-11-17,HDFC,EQ,494.65,491.0,492.0,486.6,487.1,489.2,489.61,51489,2520965180000.0,,,
2000-11-20,HDFC,EQ,489.2,484.0,487.0,475.0,480.0,477.35,480.75,64171,3085042340000.0,,,
2000-11-21,HDFC,EQ,477.35,478.0,482.0,471.0,475.1,477.25,476.68,55443,2642868210000.0,,,
2000-11-22,HDFC,EQ,477.25,476.35,479.0,472.0,472.6,474.15,475.01,41543,1973340510000.0002,,,
2000-11-23,HDFC,EQ,474.15,471.05,490.0,470.1,485.0,485.5,479.51,57644,2764115495000.0,,,
2000-11-24,HDFC,EQ,485.5,491.5,518.4,483.5,510.0,509.4,503.35,202281,10181792195000.0,,,
2000-11-27,HDFC,EQ,509.4,511.0,542.9,503.55,523.6,525.1,524.72,109931,5768275275000.0,,,
2000-11-28,HDFC,EQ,525.1,528.85,532.0,519.1,527.0,528.0,524.88,59681,3132513125000.0,,,
2000-11-29,HDFC,EQ,528.0,522.0,526.9,517.0,526.85,524.65,521.82,58159,3034841090000.0,,,
2000-11-30,HDFC,EQ,524.65,529.0,535.8,522.0,527.0,529.2,528.75,59308,3135911855000.0,,,
2000-12-01,HDFC,EQ,529.2,525.55,528.0,515.05,521.0,519.5,521.04,43158,2248712965000.0,,,
2000-12-04,HDFC,EQ,519.5,520.0,525.0,520.0,522.75,523.4,522.97,31756,1660728030000.0,,,
2000-12-05,HDFC,EQ,523.4,523.0,528.0,521.0,523.7,522.55,522.61,66600,3480583190000.0,,,
2000-12-06,HDFC,EQ,522.55,530.0,533.05,525.05,530.25,530.75,530.77,81410,4321037654999.9995,,,
2000-12-07,HDFC,EQ,530.75,528.0,545.0,525.0,534.0,535.3,536.43,105308,5649010950000.0,,,
2000-12-08,HDFC,EQ,535.3,537.0,548.9,533.5,548.0,546.7,543.05,95718,5197996810000.0,,,
2000-12-11,HDFC,EQ,546.7,550.0,557.9,540.0,557.0,555.6,552.03,142683,7876520505000.0,,,
2000-12-12,HDFC,EQ,555.6,556.0,564.9,554.3,560.75,561.55,559.5,81911,4582950480000.0,,,
