Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2000-02-24,HDFCBANK,EQ,219.45,222.0,230.0,215.5,227.0,227.0,223.39,87892,1963435620000.0,,,
2000-02-25,HDFCBANK,EQ,227.0,229.95,234.0,222.0,227.5,227.0,227.89,126532,2883527470000.0,,,
2000-02-28,HDFCBANK,EQ,227.0,229.85,230.0,220.0,227.5,227.55,224.08,85721,1920829175000.0,,,
2000-02-29,HDFCBANK,EQ,227.55,228.0,239.0,209.5,218.95,216.8,226.42,258688,5857286830000.0,,,
2000-03-01,HDFCBANK,EQ,216.8,218.0,234.15,218.0,234.15,234.15,230.17,32094,738700410000.0,,,
2000-03-02,HDFCBANK,EQ,234.15,250.0,252.9,250.0,252.9,252.9,252.9,39936,1009967230000.0001,,,
2000-03-03,HDFCBANK,EQ,252.9,273.15,273.15,273.15,273.15,273.15,273.15,64294,1756190610000.0002,,,
2000-03-06,HDFCBANK,EQ,273.15,294.95,295.0,255.0,262.5,266.05,262.51,203641,5345781030000.0,,,
2000-03-07,HDFCBANK,EQ,266.05,265.0,267.9,255.0,263.5,258.2,260.59,162412,4232341960000.0,,,
2000-03-08,HDFCBANK,EQ,258.2,265.0,278.9,262.0,272.05,272.05,276.05,200477,5534264160000.0,,,
2000-03-09,HDFCBANK,EQ,272.05,270.15,280.0,251.0,265.5,269.6,262.23,133979,3513394885000.0,,,
2000-03-10,HDFCBANK,EQ,269.6,261.25,263.0,248.05,257.9,254.15,255.35,146833,3749451525000.0,,,
2000-03-13,HDFCBANK,EQ,254.15,250.0,274.5,250.0,274.5,269.95,264.1,207982,5492888210000.0,,,
2000-03-14,HDFCBANK,EQ,269.95,275.5,280.0,256.0,268.0,265.4,262.42,178202,4676312910000.0,,,
2000-03-15,HDFCBANK,EQ,265.4,270.0,270.0,247.0,261.5,259.85,258.15,82786,2137155955000.0,,,
2000-03-16,HDFCBANK,EQ,259.85,262.0,262.0,255.05,256.25,256.95,258.11,132464,3419053079999.9995,,,
2000-03-21,HDFCBANK,EQ,256.95,260.0,260.0,246.7,257.0,255.8,253.52,160111,4059126570000.0005,,,
2000-03-22,HDFCBANK,EQ,255.8,259.75,265.0,254.05,263.25,261.15,260.42,76130,1982552285000.0002,,,
2000-03-23,HDFCBANK,EQ,261.15,258.25,282.05,258.25,279.6,280.4,277.67,253844,7048397295000.0,,,
2000-03-24,HDFCBANK,EQ,280.4,275.1,277.75,264.5,274.0,273.4,270.64,117154,3170672140000.0,,,
2000-03-27,HDFCBANK,EQ,273.4,275.0,278.0,266.25,272.0,271.7,271.53,61131,1659909090000.0,,,
2000-03-28,HDFCBANK,EQ,271.7,268.5,278.5,268.05,272.5,275.1,273.31,98364,2688361600000.0,,,
2000-03-29,HDFCBANK,EQ,275.1,276.0,287.95,263.05,264.0,265.4,272.29,98480,2681533105000.0,,,
2000-03-30,HDFCBANK,EQ,265.4,256.5,266.0,251.0,263.0,262.55,257.66,95368,2457287425000.0,,,
2000-03-31,HDFCBANK,EQ,262.55,253.0,260.0,252.0,258.25,257.2,256.56,74360,1907816160000.0002,,,
2000-04-03,HDFCBANK,EQ,257.2,259.95,273.0,240.15,245.0,247.15,256.59,168588,4325838995000.0005,,,
2000-04-04,HDFCBANK,EQ,247.15,243.0,243.0,227.4,227.4,227.4,227.68,71783,1634367950000.0,,,
2000-04-05,HDFCBANK,EQ,227.4,232.0,232.0,209.25,209.25,209.25,215.65,87281,1882179764999.9998,,,
2000-04-06,HDFCBANK,EQ,209.25,207.0,212.0,192.55,192.55,192.55,196.65,83506,1642167645000.0,,,
2000-04-07,HDFCBANK,EQ,192.55,195.0,207.95,185.05,207.95,207.95,207.41,160929,3337837030000.0,,,
2000-04-10,HDFCBANK,EQ,207.95,224.5,224.6,219.95,224.6,224.6,224.44,156056,3502580010000.0,,,
2000-04-11,HDFCBANK,EQ,224.6,224.6,234.9,209.0,229.8,226.2,222.63,295933,6588317585000.0,,,
2000-04-12,HDFCBANK,EQ,226.2,238.0,243.0,223.0,233.45,233.0,232.04,130901,3037439490000.0,,,
2000-04-13,HDFCBANK,EQ,233.0,229.0,234.0,215.0,230.5,231.45,225.69,191316,4317781735000.0,,,
2000-04-17,HDFCBANK,EQ,231.45,225.0,225.0,212.95,212.95,212.95,214.03,128329,2746572315000.0,,,
2000-04-18,HDFCBANK,EQ,212.95,214.05,224.9,214.05,222.75,222.1,220.07,136898,3012652375000.0,,,
2000-04-19,HDFCBANK,EQ,222.1,229.0,232.0,219.0,225.0,226.45,225.01,140953,3171528805000.0,,,
2000-04-20,HDFCBANK,EQ,226.45,223.0,227.0,215.3,225.0,225.7,221.84,179397,3979787285000.0,,,
2000-04-24,HDFCBANK,EQ,225.7,225.0,235.9,224.5,229.05,232.1,230.97,198636,4587858780000.0,,,
2000-04-25,HDFCBANK,EQ,232.1,228.1,235.0,220.0,234.7,230.95,226.6,256016,5801386450000.0,,,
2000-04-26,HDFCBANK,EQ,230.95,239.9,249.45,231.25,249.45,249.25,243.55,188978,4602599125000.0,,,
2000-04-27,HDFCBANK,EQ,249.25,254.7,255.0,233.1,244.05,245.5,243.28,255768,6222400215000.0,,,
2000-04-28,HDFCBANK,EQ,245.5,242.05,249.5,240.05,245.05,245.15,245.37,167249,4103793070000.0005,,,
2000-05-02,HDFCBANK,EQ,245.15,247.0,254.0,240.0,249.5,251.2,247.26,253873,6277228385000.0,,,
2000-05-03,HDFCBANK,EQ,251.2,243.0,249.9,232.5,247.0,246.2,243.14,222892,5419286840000.0,,,
2000-05-04,HDFCBANK,EQ,246.2,254.9,257.0,246.1,251.0,250.8,250.82,172245,4320256810000.0,,,
2000-05-05,HDFCBANK,EQ,250.8,248.5,270.0,247.25,259.0,259.85,260.3,284419,7403309265000.001,,,
2000-05-08,HDFCBANK,EQ,259.85,265.0,275.0,256.0,260.45,260.45,260.42,138220,3599463585000.0,,,
2000-05-09,HDFCBANK,EQ,260.45,256.0,264.95,253.0,257.05,261.4,259.1,114288,2961209395000.0,,,
2000-05-10,HDFCBANK,EQ,261.4,260.0,265.0,252.0,261.05,262.65,259.75,187477,4869628700000.0,,,
2000-05-11,HDFCBANK,EQ,262.65,255.1,270.9,254.05,264.5,265.8,264.03,243138,6419532520000.0,,,
2000-05-12,HDFCBANK,EQ,265.8,271.4,271.4,260.1,262.85,262.1,264.39,129698,3429094295000.0005,,,
2000-05-15,HDFCBANK,EQ,262.1,258.05,262.0,251.0,255.9,257.1,256.61,165313,4242159345000.0005,,,
2000-05-16,HDFCBANK,EQ,257.1,257.0,261.75,255.0,255.0,256.25,257.24,107407,2762929810000.0,,,
2000-05-17,HDFCBANK,EQ,256.25,260.0,261.0,255.1,257.45,258.05,258.02,80143,2067869780000.0,,,
2000-05-18,HDFCBANK,EQ,258.05,255.1,259.0,255.0,256.1,256.05,256.49,48871,1253469895000.0,,,
2000-05-19,HDFCBANK,EQ,256.05,252.05,260.5,252.05,256.9,255.75,256.65,216905,5566880070000.0,,,
2000-05-22,HDFCBANK,EQ,255.75,256.0,257.9,243.25,247.0,248.85,250.11,110150,2754980555000.0,,,
2000-05-23,HDFCBANK,EQ,248.85,247.0,247.0,219.05,237.0,233.75,230.74,203910,4704941510000.0,,,
2000-05-24,HDFCBANK,EQ,233.75,230.0,252.45,220.1,241.5,242.1,241.3,319841,7717750680000.0,,,
2000-05-25,HDFCBANK,EQ,242.1,242.5,247.5,230.1,233.5,233.6,239.09,157631,3768789275000.0,,,
2000-05-26,HDFCBANK,EQ,233.6,231.1,235.95,225.1,230.2,230.25,231.55,138735,3212412315000.0,,,
2000-05-29,HDFCBANK,EQ,230.25,228.05,231.5,212.0,224.0,224.65,222.08,141151,3134745245000.0,,,
2000-05-30,HDFCBANK,EQ,224.65,227.0,229.5,216.0,224.9,223.8,223.31,146745,3276959865000.0,,,
2000-05-31,HDFCBANK,EQ,223.8,231.0,239.4,225.0,229.55,230.3,230.26,152669,3515323660000.0,,,
2000-06-01,HDFCBANK,EQ,230.3,227.0,232.0,226.0,230.6,229.25,229.34,93573,2146005895000.0,,,
2000-06-02,HDFCBANK,EQ,229.25,232.0,247.0,232.0,245.0,244.5,239.93,221847,5322833565000.0,,,
2000-06-05,HDFCBANK,EQ,244.5,246.1,263.5,244.15,248.0,247.05,254.38,157111,3996519020000.0005,,,
2000-06-06,HDFCBANK,EQ,247.05,255.0,255.0,237.0,244.0,244.6,243.49,91793,2235036585000.0,,,
2000-06-07,HDFCBANK,EQ,244.6,238.0,240.4,234.0,239.0,239.5,238.78,80002,1910270364999.9998,,,
2000-06-08,HDFCBANK,EQ,239.5,240.0,244.9,237.0,239.0,240.35,240.33,63662,1529983110000.0,,,
2000-06-09,HDFCBANK,EQ,240.35,242.0,250.0,242.0,246.5,245.25,245.96,108211,2661509905000.0,,,
2000-06-12,HDFCBANK,EQ,245.25,246.5,249.0,243.1,244.0,244.35,245.77,64144,1576457695000.0,,,
2000-06-13,HDFCBANK,EQ,244.35,240.0,255.0,239.0,254.0,253.6,248.08,114014,2828512140000.0,,,
2000-06-14,HDFCBANK,EQ,253.6,259.0,259.0,249.0,251.0,250.3,250.83,70730,1774102110000.0002,,,
2000-06-15,HDFCBANK,EQ,250.3,251.05,253.0,247.55,251.1,250.9,250.18,63502,1588666500000.0,,,
2000-06-16,HDFCBANK,EQ,250.9,243.0,252.95,243.0,250.25,251.0,250.68,55813,1399119930000.0,,,
2000-06-19,HDFCBANK,EQ,251.0,245.25,253.0,245.15,251.8,251.65,251.41,74185,1865059655000.0,,,
2000-06-20,HDFCBANK,EQ,251.65,254.9,258.7,246.5,256.0,254.6,254.39,100754,2563082395000.0,,,
2000-06-21,HDFCBANK,EQ,254.6,258.0,263.0,253.1,257.05,256.2,258.96,183914,4762641500000.0,,,
2000-06-22,HDFCBANK,EQ,256.2,258.1,262.0,256.0,257.5,257.1,258.49,65074,1682092380000.0,,,
2000-06-23,HDFCBANK,EQ,257.1,254.1,259.0,254.1,258.45,257.4,257.43,75781,1950841455000.0,,,
2000-06-26,HDFCBANK,EQ,257.4,254.35,257.45,254.15,255.0,255.15,255.02,66041,1684154089999.9998,,,
2000-06-27,HDFCBANK,EQ,255.15,255.0,255.0,251.0,252.0,251.9,253.42,74332,1883685870000.0,,,
2000-06-28,HDFCBANK,EQ,251.9,260.0,260.0,248.1,250.05,250.45,250.33,60383,1511584605000.0,,,
2000-06-29,HDFCBANK,EQ,250.45,251.5,259.0,251.0,255.0,257.6,255.46,77404,1977373395000.0,,,
2000-06-30,HDFCBANK,EQ,257.6,255.0,255.7,252.0,254.0,252.35,252.7,38450,971647160000.0,,,
2000-07-03,HDFCBANK,EQ,252.35,253.1,278.0,252.05,268.0,268.65,266.29,200434,5337258820000.0,,,
2000-07-04,HDFCBANK,EQ,268.65,268.0,280.85,266.0,280.0,278.85,276.58,313429,8668695195000.0,,,
2000-07-05,HDFCBANK,EQ,278.85,284.8,284.8,271.25,278.0,278.0,276.61,219271,6065226430000.0,,,
2000-07-06,HDFCBANK,EQ,278.0,278.0,279.9,272.7,277.0,275.95,275.03,95733,2632932210000.0,,,
2000-07-07,HDFCBANK,EQ,275.95,277.0,285.0,275.05,282.2,281.8,281.49,212198,5973196270000.0,,,
2000-07-10,HDFCBANK,EQ,281.8,280.0,283.0,273.0,276.35,275.7,278.92,144167,4021170895000.0005,,,
2000-07-11,HDFCBANK,EQ,275.7,279.0,280.0,274.0,275.5,274.85,276.2,91841,2536623085000.0,,,
2000-07-12,HDFCBANK,EQ,274.85,275.0,278.7,261.0,268.0,267.9,270.24,182915,4943149950000.0,,,
2000-07-13,HDFCBANK,EQ,267.9,273.9,276.15,262.15,264.4,265.85,268.01,205966,5520127795000.0,,,
2000-07-14,HDFCBANK,EQ,265.85,265.05,270.0,264.1,265.5,265.8,266.91,77555,2070003570000.0,,,
2000-07-17,HDFCBANK,EQ,265.8,264.1,264.25,254.0,254.0,254.35,255.95,112576,2881350355000.0,,,
2000-07-18,HDFCBANK,EQ,254.35,254.25,255.4,250.0,250.0,250.25,251.66,142612,3589024229999.9995,,,
2000-07-19,HDFCBANK,EQ,250.25,248.0,252.95,248.0,252.0,251.25,250.34,69404,1737493925000.0,,,
2000-07-20,HDFCBANK,EQ,251.25,250.0,258.0,245.1,245.1,248.35,251.61,98811,2486178580000.0,,,
2000-07-21,HDFCBANK,EQ,248.35,248.5,249.85,240.1,240.25,241.6,242.87,114812,2788447795000.0,,,
2000-07-24,HDFCBANK,EQ,241.6,235.05,238.0,225.1,231.1,231.2,228.9,213982,4897985715000.0,,,
2000-07-25,HDFCBANK,EQ,231.2,226.0,248.7,222.6,244.0,242.65,236.41,102331,2419163485000.0,,,
2000-07-26,HDFCBANK,EQ,242.65,249.0,252.0,242.5,244.95,245.0,245.33,60763,1490674640000.0,,,
2000-07-27,HDFCBANK,EQ,245.0,243.35,245.8,241.0,245.4,244.5,243.63,30942,753845285000.0,,,
2000-07-28,HDFCBANK,EQ,244.5,242.05,245.6,234.0,235.5,235.1,238.83,129944,3103482745000.0,,,
2000-07-31,HDFCBANK,EQ,235.1,235.0,236.0,230.0,233.2,232.9,233.88,24643,576342285000.0,,,
2000-08-01,HDFCBANK,EQ,232.9,235.9,235.9,226.2,226.95,227.45,229.64,73100,1678699310000.0002,,,
2000-08-02,HDFCBANK,EQ,227.45,228.5,229.9,218.0,225.7,224.0,223.22,117080,2613410425000.0,,,
2000-08-03,HDFCBANK,EQ,224.0,224.8,257.9,224.05,247.0,252.45,242.59,295403,7166294715000.001,,,
2000-08-04,HDFCBANK,EQ,252.45,245.0,254.0,242.25,248.55,249.75,250.17,283882,7101756695000.0,,,
2000-08-07,HDFCBANK,EQ,249.75,248.05,250.0,229.8,231.0,235.2,239.89,149415,3584324854999.9995,,,
2000-08-08,HDFCBANK,EQ,235.2,232.1,257.9,231.0,252.9,253.05,249.72,196672,4911338065000.0,,,
2000-08-09,HDFCBANK,EQ,253.05,254.2,255.0,242.0,245.0,244.05,247.06,63731,1574516575000.0,,,
2000-08-10,HDFCBANK,EQ,244.05,242.0,249.0,241.25,243.5,243.65,245.0,43949,1076753560000.0,,,
2000-08-11,HDFCBANK,EQ,243.65,235.05,244.4,235.05,244.0,242.2,242.45,50662,1228301145000.0,,,
2000-08-14,HDFCBANK,EQ,242.2,242.1,244.5,241.25,241.5,243.5,242.88,55175,1340094845000.0,,,
2000-08-16,HDFCBANK,EQ,243.5,246.0,247.5,244.0,245.75,246.0,245.95,30975,761822130000.0,,,
2000-08-17,HDFCBANK,EQ,246.0,244.7,255.0,244.7,249.0,246.95,250.81,118270,2966382565000.0,,,
2000-08-18,HDFCBANK,EQ,246.95,244.0,244.0,237.0,240.0,239.55,239.47,246231,5896386560000.0,,,
2000-08-21,HDFCBANK,EQ,239.55,235.1,238.0,226.3,236.0,235.2,232.76,280119,6520120995000.0,,,
2000-08-22,HDFCBANK,EQ,235.2,233.2,233.2,229.0,230.4,230.5,230.85,111177,2566485380000.0,,,
2000-08-23,HDFCBANK,EQ,230.5,243.0,243.0,231.0,234.3,232.8,233.96,107574,2516848440000.0,,,
2000-08-24,HDFCBANK,EQ,232.8,233.0,233.8,230.7,232.35,231.55,231.85,39067,905755600000.0,,,
2000-08-25,HDFCBANK,EQ,231.55,230.1,246.7,230.1,237.7,238.8,238.82,231272,5523190800000.0,,,
2000-08-28,HDFCBANK,EQ,238.8,242.0,242.0,234.95,235.9,235.2,237.08,42923,1017624494999.9999,,,
2000-08-29,HDFCBANK,EQ,235.2,234.0,237.2,231.0,231.0,234.75,235.68,93645,2207063105000.0,,,
2000-08-30,HDFCBANK,EQ,234.75,237.0,239.8,235.0,235.6,235.9,236.07,111317,2627831390000.0,,,
2000-08-31,HDFCBANK,EQ,235.9,234.4,240.0,234.4,239.25,239.35,237.72,43841,1042209030000.0001,,,
2000-09-04,HDFCBANK,EQ,239.35,240.0,243.0,237.0,239.35,238.45,239.25,48180,1152698035000.0,,,
2000-09-05,HDFCBANK,EQ,238.45,237.1,245.0,237.0,238.0,239.25,241.16,86969,2097362370000.0,,,
2000-09-06,HDFCBANK,EQ,239.25,240.0,249.0,240.0,243.0,242.55,244.81,109195,2673233495000.0,,,
2000-09-07,HDFCBANK,EQ,242.55,238.85,245.0,238.85,241.5,240.1,242.19,69755,1689394955000.0,,,
2000-09-08,HDFCBANK,EQ,240.1,238.1,243.95,238.1,238.25,238.55,239.63,66476,1592945165000.0,,,
2000-09-11,HDFCBANK,EQ,238.55,239.0,242.0,239.0,240.0,240.1,240.57,67366,1620590465000.0,,,
2000-09-12,HDFCBANK,EQ,240.1,239.1,239.75,235.5,235.5,236.25,237.02,93085,2206309745000.0,,,
2000-09-13,HDFCBANK,EQ,236.25,238.0,238.5,235.1,235.1,235.85,237.07,47302,1121375495000.0,,,
2000-09-14,HDFCBANK,EQ,235.85,233.05,236.25,232.0,233.0,232.5,233.28,92475,2157243075000.0,,,
2000-09-15,HDFCBANK,EQ,232.5,231.1,231.1,223.5,227.1,227.65,227.02,183906,4175055950000.0,,,
2000-09-18,HDFCBANK,EQ,227.65,225.0,225.0,197.0,210.0,209.35,209.57,409436,8580667925000.0,,,
2000-09-19,HDFCBANK,EQ,209.35,206.5,235.0,198.05,228.5,230.35,222.54,339135,7547121530000.0,,,
2000-09-20,HDFCBANK,EQ,230.35,234.0,236.0,220.1,225.0,225.05,225.49,134233,3026820610000.0,,,
2000-09-21,HDFCBANK,EQ,225.05,225.0,226.25,220.1,223.5,224.05,222.98,78879,1758872770000.0,,,
2000-09-22,HDFCBANK,EQ,224.05,220.05,222.9,215.0,218.0,216.9,217.88,141324,3079141175000.0,,,
2000-09-25,HDFCBANK,EQ,216.9,220.0,224.25,215.55,223.75,223.8,222.74,68289,1521082645000.0,,,
2000-09-26,HDFCBANK,EQ,223.8,222.0,224.0,220.25,224.0,222.35,221.9,91082,2021078235000.0002,,,
2000-09-27,HDFCBANK,EQ,222.35,220.0,227.4,218.0,227.35,226.65,223.84,61641,1379744275000.0,,,
2000-09-28,HDFCBANK,EQ,226.65,227.4,227.95,220.0,225.0,223.9,223.87,123104,2755877515000.0,,,
2000-09-29,HDFCBANK,EQ,223.9,228.0,240.5,222.7,236.0,234.25,233.51,161248,3765270854999.9995,,,
2000-10-03,HDFCBANK,EQ,234.25,234.0,240.0,230.0,240.0,239.3,236.82,101584,2405736365000.0,,,
2000-10-04,HDFCBANK,EQ,239.3,240.0,240.0,232.05,236.25,236.1,235.75,53843,1269358880000.0,,,
2000-10-05,HDFCBANK,EQ,236.1,236.0,237.5,232.05,235.6,234.65,234.91,53402,1254452890000.0,,,
2000-10-06,HDFCBANK,EQ,234.65,235.2,248.0,222.0,243.75,244.4,239.67,416598,9984455170000.0,,,
2000-10-09,HDFCBANK,EQ,244.4,240.15,246.0,238.0,242.4,243.15,241.64,170268,4114334625000.0,,,
2000-10-10,HDFCBANK,EQ,243.15,238.0,244.9,235.5,239.0,239.05,239.81,159761,3831236960000.0,,,
2000-10-11,HDFCBANK,EQ,239.05,235.9,239.0,229.25,237.1,236.65,233.78,152700,3569777904999.9995,,,
2000-10-12,HDFCBANK,EQ,236.65,235.05,237.5,233.1,236.05,236.45,235.77,53532,1262132155000.0,,,
2000-10-13,HDFCBANK,EQ,236.45,233.0,237.75,231.1,236.05,236.45,234.87,85865,2016737760000.0002,,,
2000-10-16,HDFCBANK,EQ,236.45,241.0,244.5,230.6,237.9,236.85,236.13,167268,3949736190000.0,,,
2000-10-17,HDFCBANK,EQ,236.85,234.55,240.0,234.25,240.0,237.75,237.14,100692,2387810865000.0,,,
2000-10-18,HDFCBANK,EQ,237.75,236.0,239.85,232.25,238.0,238.05,235.88,87441,2062538410000.0002,,,
2000-10-19,HDFCBANK,EQ,238.05,239.0,244.0,238.0,241.15,241.9,241.93,116500,2818526715000.0,,,
2000-10-20,HDFCBANK,EQ,241.9,245.0,247.0,243.0,243.1,244.7,244.46,98345,2404146970000.0,,,
2000-10-23,HDFCBANK,EQ,244.7,245.0,246.9,242.5,242.75,243.1,243.72,49054,1195565690000.0,,,
2000-10-24,HDFCBANK,EQ,243.1,241.0,244.0,240.5,243.05,243.25,242.46,90862,2203073165000.0,,,
2000-10-25,HDFCBANK,EQ,243.25,244.0,244.0,240.15,241.85,241.4,241.97,48428,1171812350000.0,,,
2000-10-26,HDFCBANK,EQ,241.4,245.0,245.0,240.3,240.3,241.35,242.11,13276,321423405000.0,,,
2000-10-27,HDFCBANK,EQ,241.35,241.0,242.85,237.05,240.5,240.0,240.21,15771,378827965000.0,,,
2000-10-30,HDFCBANK,EQ,240.0,238.05,249.0,238.05,247.0,246.9,244.67,72598,1776277539999.9998,,,
2000-10-31,HDFCBANK,EQ,246.9,250.0,254.9,243.0,251.0,250.55,250.52,126894,3178972475000.0,,,
2000-11-01,HDFCBANK,EQ,250.55,254.45,254.45,245.0,247.6,247.15,247.91,45087,1117760680000.0,,,
2000-11-02,HDFCBANK,EQ,247.15,245.55,253.0,245.55,251.6,251.95,250.94,109026,2735948965000.0,,,
2000-11-03,HDFCBANK,EQ,251.95,253.0,253.0,247.0,248.75,248.1,250.29,58641,1467739555000.0,,,
2000-11-06,HDFCBANK,EQ,248.1,247.0,253.0,247.0,248.55,250.0,249.92,341447,8533434680000.0,,,
2000-11-07,HDFCBANK,EQ,250.0,248.0,249.9,247.6,248.0,248.75,248.75,50074,1245591940000.0,,,
2000-11-08,HDFCBANK,EQ,248.75,249.95,249.95,243.0,245.0,243.9,246.93,31119,768423215000.0,,,
2000-11-09,HDFCBANK,EQ,243.9,242.0,245.8,239.9,244.65,244.95,242.46,46373,1124357290000.0,,,
2000-11-10,HDFCBANK,EQ,244.95,244.5,247.0,244.0,245.0,245.15,245.12,50891,1247462000000.0,,,
2000-11-13,HDFCBANK,EQ,245.15,240.75,244.0,240.0,241.0,240.35,240.9,37935,913863230000.0001,,,
2000-11-14,HDFCBANK,EQ,240.35,240.0,240.5,232.5,235.05,235.8,235.05,96156,2260166780000.0,,,
2000-11-15,HDFCBANK,EQ,235.8,239.9,244.0,237.5,241.0,240.35,240.47,178827,4300201915000.0,,,
2000-11-16,HDFCBANK,EQ,240.35,240.0,241.1,229.15,231.85,232.6,232.71,338613,7879812140000.001,,,
2000-11-17,HDFCBANK,EQ,232.6,230.5,232.0,223.6,229.75,229.75,227.93,227452,5184317650000.0,,,
2000-11-20,HDFCBANK,EQ,229.75,229.0,230.0,224.5,228.5,228.65,228.0,84421,1924817450000.0,,,
2000-11-21,HDFCBANK,EQ,228.65,228.0,229.0,223.6,224.2,224.7,226.61,172557,3910344795000.0005,,,
2000-11-22,HDFCBANK,EQ,224.7,229.9,229.9,222.0,224.0,224.1,225.42,154451,3481686610000.0,,,
2000-11-23,HDFCBANK,EQ,224.1,223.05,224.5,214.05,218.0,216.85,217.71,203242,4424853225000.0,,,
2000-11-24,HDFCBANK,EQ,216.85,219.0,225.05,218.15,224.0,223.7,222.86,169502,3777572690000.0,,,
2000-11-27,HDFCBANK,EQ,223.7,224.65,226.5,223.25,225.95,225.75,225.24,167926,3782418045000.0005,,,
